,log,date,year
393,"An NU staff member reported an unknown man pushed her and threatened her before leaving on foot toward the Interdisciplinary Science and Engineering Complex, or ISEC. Officers reported stopping the man next to ISEC and charging him with assault and battery. A report was filed.",2019-07-10 11:40:00,2019
394,The manager of Wollaston’s Market in Marino Recreation Center reported a shoplifter fled toward the Museum of Fine Arts. Officers responded and reported checking the area with negative results. A report was filed.,2019-07-11 13:45:00,2019
395,A man unaffiliated with NU reported his bag containing three iPhones was stolen from Carter Park. A report was filed.,2019-07-13 17:49:00,2019
396,"An NU staff member reported a man unaffiliated with NU entered the Disability Research Center in Dodge Hall yelling profanities on the phone and when she asked him to leave he shouted expletives at her. The staff member reported the man left after she called NUPD and officers checked the area with negative results. A short time later, the staff member called NUPD again to report that the man was pacing outside and peering into the office. Officers reported the man has a criminal record and banned him from all NU property. ",2019-07-01 12:05:00,2019
397,An NU student reported her bike was stolen from the bike racks outside Dana Research Center. A report was filed.,2019-07-02 19:19:00,2019
398,A man unaffiliated with NU reported two bags attached to his bike were stolen from the bike racks outside of Snell Library. A report was filed.,2019-07-02 23:14:00,2019
399,An NU student reported his bike was stolen from Richardson Plaza. A report was filed.,2019-07-03 11:12:00,2019
400,An individual reported a former employee entered the Renaissance Park Garage asking for his paycheck and broke into the office. Officers responded and checked the area with negative results. A report was filed.,2019-07-04 13:15:00,2019
401,A residential safety officer reported observing a seemingly intoxicated man unaffiliated with NU lying in the grass in front of Stetson East with no shirt or shoes on. Officers responded and reported the man has a criminal record and banned him from all NU property.,2019-07-04 14:59:00,2019
402,An NU staff member reported a computer monitor was stolen from Richards Hall. A report was filed.,2019-07-04 21:10:00,2019
403,The manager of Wollaston’s Market in Marino Recreation Center reported a man stole a drink and fled on his bike toward the Museum of Fine Arts. Officers responded and checked the area with negative results. A report was filed.,2019-07-05 15:09:00,2019
404,An officer reported stopping a man unaffiliated with NU who was sleeping in front of East Village. Officers reported the man has a criminal record and banned him from all NU property. A report was filed.,2019-07-05 18:36:00,2019
405,An NU student reported his bike was stolen from the bike rack outside Cabot Center. A report was filed.,2019-07-07 18:36:00,2019
406,An NU student reported that his friend was intoxicated and vomiting in Davenport B. Officers requested emergency medical services and the student was transported to Beth Israel Deaconess Medical Center. A report was filed.,2019-06-26 02:22:00,2019
407,A proctor in International Village reported an intoxicated man unaffiliated with NU entered the stairwell leading to the classrooms. Officers responded and reported the man has a criminal record and banned him from all NU property. A report was filed.,2019-06-27 02:18:00,2019
408,The manager of Wollaston’s Market in Marino Recreation Center reported someone attempted to shoplift and fled the store. Officers responded and reported checking the area with negative results. A report was filed.,2019-06-27 13:52:00,2019
409,A sergeant reported stopping two people unaffiliated with NU behind Ryder Hall and banned both people from NU property. A report was filed.,2019-06-28 03:23:00,2019
410,An NU student reported his moped was stolen from outside Davenport A. A report was filed.,2019-06-28 10:25:00,2019
411,An officer reported finding a man unaffiliated with NU passed out at the back entrance of Columbus Place. Officers responded and reported the man has a criminal record and banned him from NU property. A report was filed.,2019-06-28 17:04:00,2019
412,A conference assistant reported finding a covered smoke detector in Willis Hall. A report was filed.,2019-06-29 16:32:00,2019
413,"An NU staff member reported hearing people screaming in Marino Recreation Center and being informed of a robbery at B.Good. Officers responded and reported an unknown man stole an item, assaulted two employees and fled through the loading dock door. Officers reported checking the area with negative results. A report was filed. ",2019-06-17 17:30:00,2019
414,Officers reported stopping a man unaffiliated with NU in front of 650 Columbus Ave. for suspected drug use and confiscating pills and other drug paraphernalia. A report was filed.,2019-06-17 19:21:00,2019
415,"An NU student reported their unsecured bike was stolen in front of International Village, or IV. A report was filed.",2019-06-17 21:39:00,2019
416,The manager of Wollaston’s Market in West Village reported stopping a group of preteen boys for shoplifting. Officers responded and reported that one boy got away with a bag of chips. A report was filed. ,2019-06-18 20:50:00,2019
417,An NU student reported the front tire of his bike was stolen from the bike racks outside IV. A report was filed.,2019-06-19 09:59:00,2019
418,An officer reported a man unaffiliated with NU entered Columbus Place and took the elevator to an upper floor. Officers responded and reported finding the man in the basement and placing him under arrest for an active warrant. A report was filed.,2019-06-20 05:41:00,2019
